work_year,experience_level,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2025,MI,Research Scientist,208000,US,0,US,M
2025,MI,Research Scientist,147000,US,0,US,M
2025,SE,Research Scientist,173000,US,0,US,M
2025,SE,Research Scientist,117000,US,0,US,M
2025,SE,Manager,293000,US,0,US,M
2025,SE,Manager,213000,US,0,US,M
2025,SE,Software Engineer,180000,US,0,US,M
2025,SE,Software Engineer,145000,US,0,US,M
2025,EN,Data Scientist,120000,US,100,US,M
2025,EN,Data Scientist,100000,US,100,US,M
2025,MI,Manager,329600,US,0,US,M
2025,MI,Manager,190700,US,0,US,M
2025,SE,Research Engineer,296300,US,0,US,M
2025,SE,Research Engineer,166600,US,0,US,M
2025,SE,Manager,211000,US,0,US,M
2025,SE,Manager,142000,US,0,US,M
2025,SE,Machine Learning Engineer,310000,US,0,US,M
2025,SE,Machine Learning Engineer,160000,US,0,US,M
2025,EN,Data Analyst,86100,US,0,US,M
2025,EN,Data Analyst,75000,US,0,US,M
2025,MI,Data Analyst,90000,US,100,US,M
2025,MI,Data Analyst,75000,US,100,US,M
2025,SE,Data Architect,218657,US,100,US,M
2025,SE,Data Architect,149084,US,100,US,M
2025,MI,Data Engineer,222000,US,100,US,M
2025,MI,Data Engineer,98000,US,100,US,M
2025,SE,Data Engineer,163695,US,100,US,M
2025,SE,Data Engineer,109000,US,100,US,M
2025,SE,Software Engineer,179000,US,100,US,M
2025,SE,Software Engineer,102400,US,100,US,M
2025,SE,Software Engineer,180000,US,0,US,M
2025,SE,Software Engineer,135600,US,0,US,M
2025,SE,Research Scientist,173000,US,0,US,M
2025,SE,Research Scientist,117000,US,0,US,M
2025,EX,Analyst,300000,US,0,US,M
2025,EX,Analyst,170000,US,0,US,M
2025,SE,Software Engineer,250000,US,0,US,M
2025,SE,Software Engineer,150000,US,0,US,M
2025,SE,Engineer,249000,US,0,US,M
2025,SE,Engineer,173000,US,0,US,M
2025,SE,Software Engineer,250200,US,0,US,M
2025,SE,Software Engineer,117200,US,0,US,M
2025,SE,Engineer,312800,US,0,US,M
2025,SE,Engineer,217600,US,0,US,M
2025,MI,Software Engineer,208800,US,0,US,M
2025,MI,Software Engineer,98300,US,0,US,M
2025,MI,Analyst,180060,US,100,US,M
2025,MI,Analyst,120000,US,100,US,M
2025,SE,Manager,244000,US,0,US,M
2025,SE,Manager,111000,US,0,US,M
2025,SE,Data Scientist,282500,US,0,US,M
2025,SE,Data Scientist,207500,US,0,US,M
2025,SE,Data Engineer,243000,US,0,US,M
2025,SE,Data Engineer,127900,US,0,US,M
2025,MI,Data Engineer,88000,US,0,US,M
2025,MI,Data Engineer,56000,US,0,US,M
2025,SE,Software Engineer,176784,US,0,US,M
2025,SE,Software Engineer,117864,US,0,US,M
2025,EN,Data Analyst,48000,US,0,US,M
2025,EN,Data Analyst,42000,US,0,US,M
2025,SE,Data Analyst,234000,US,0,US,M
2025,SE,Data Analyst,146000,US,0,US,M
2025,EN,Data Analyst,102892,CA,0,CA,M
2025,EN,Data Analyst,81359,CA,0,CA,M
2025,SE,Data Analyst,194000,US,0,US,M
2025,SE,Data Analyst,116000,US,0,US,M
2025,MI,Software Engineer,268700,US,0,US,M
2025,MI,Software Engineer,130500,US,0,US,M
2025,MI,Manager,155700,CA,0,CA,M
2025,MI,Manager,84900,CA,0,CA,M
2025,SE,Analytics Engineer,140000,US,0,US,M
2025,SE,Analytics Engineer,120000,US,0,US,M
2025,SE,Data Engineer,223600,US,0,US,M
2025,SE,Data Engineer,152200,US,0,US,M
2025,MI,Data Engineer,123400,US,0,US,M
2025,MI,Data Engineer,60500,US,0,US,M
2025,SE,Analyst,230261,US,100,US,M
2025,SE,Analyst,78947,US,100,US,M
2025,SE,Analyst,210000,US,0,US,M
2025,SE,Analyst,125000,US,0,US,M
2025,SE,Analytics Engineer,190300,US,0,US,M
2025,SE,Analytics Engineer,129750,US,0,US,M
2025,SE,Manager,250000,US,100,US,M
2025,SE,Manager,188000,US,100,US,M
2025,SE,Manager,201400,US,0,US,M
2025,SE,Manager,120800,US,0,US,M
2025,SE,Machine Learning Engineer,414000,US,0,US,M
2025,SE,Machine Learning Engineer,235000,US,0,US,M
2025,EN,Data Analyst,21006,FR,0,FR,M
2025,EN,Data Analyst,18644,FR,0,FR,M
2025,MI,Associate,150000,US,0,US,M
2025,MI,Associate,114000,US,0,US,M
2025,SE,Data Scientist,249700,CA,100,CA,M
2025,SE,Data Scientist,166500,CA,100,CA,M
2025,MI,Data Scientist,231250,US,0,US,M
2025,MI,Data Scientist,111000,US,0,US,M
2025,SE,Data Scientist,270250,US,0,US,M
2025,SE,Data Scientist,199750,US,0,US,M
2025,SE,Software Engineer,230000,US,100,US,M
2025,SE,Software Engineer,80000,US,100,US,M
2025,SE,Data Scientist,143000,US,0,US,M
2025,SE,Data Scientist,104000,US,0,US,M
2025,SE,Engineer,221700,US,0,US,M
2025,SE,Engineer,130400,US,0,US,M
2025,SE,Engineer,260000,US,0,US,M
2025,SE,Engineer,130000,US,0,US,M
2025,SE,Data Scientist,234000,US,0,US,M
2025,SE,Data Scientist,117000,US,0,US,M
2025,SE,Manager,220300,US,0,US,M
2025,SE,Manager,175500,US,0,US,M
2025,SE,Data Analyst,132200,US,100,US,M
2025,SE,Data Analyst,115900,US,100,US,M
2025,SE,Data Analyst,145500,US,0,US,M
2025,SE,Data Analyst,115900,US,0,US,M
2025,SE,Data Engineer,205270,CA,0,CA,M
2025,SE,Data Engineer,110530,CA,0,CA,M
2025,SE,Data Engineer,219400,US,0,US,M
2025,SE,Data Engineer,131600,US,0,US,M
2025,SE,Data Engineer,180000,US,0,US,M
2025,SE,Data Engineer,90000,US,0,US,M
2025,SE,Analyst,159850,US,0,US,M
2025,SE,Analyst,118150,US,0,US,M
2025,SE,Data Scientist,197400,US,0,US,M
2025,SE,Data Scientist,158600,US,0,US,M
2025,SE,Analyst,145000,US,0,US,M
2025,SE,Analyst,115000,US,0,US,M
2025,SE,Manager,190000,US,0,US,M
2025,SE,Manager,152000,US,0,US,M
2025,MI,Software Engineer,193000,US,0,US,M
2025,MI,Software Engineer,84600,US,0,US,M
2025,SE,Data Scientist,220000,US,0,US,M
2025,SE,Data Scientist,96600,US,0,US,M
2025,MI,Data Scientist,172000,US,0,US,M
2025,MI,Data Scientist,75600,US,0,US,M
2025,MI,Manager,115000,US,0,US,M
2025,MI,Manager,90000,US,0,US,M
2025,MI,Software Engineer,370000,US,0,US,M
2025,MI,Software Engineer,200000,US,0,US,M
2025,MI,Manager,170000,US,0,US,M
2025,MI,Manager,116000,US,0,US,M
2025,MI,Research Engineer,208000,US,0,US,M
2025,MI,Research Engineer,141340,US,0,US,M
2025,SE,Software Engineer,250600,US,0,US,M
2025,SE,Software Engineer,135400,US,0,US,M
2025,SE,Product Manager,197100,US,100,US,M
2025,SE,Product Manager,115900,US,100,US,M
2025,MI,Data Scientist,176000,US,0,US,M
2025,MI,Data Scientist,124000,US,0,US,M
2025,MI,Data Scientist,153000,US,0,US,M
2025,MI,Data Scientist,113357,US,0,US,M
2025,SE,Data Scientist,230000,US,0,US,M
2025,SE,Data Scientist,200000,US,0,US,M
2025,MI,Data Scientist,88421,LT,0,LT,M
2025,MI,Data Scientist,50526,LT,0,LT,M
2025,MI,Associate,220000,US,0,US,M
2025,MI,Associate,200000,US,0,US,M
2025,SE,Software Engineer,168800,US,0,US,M
2025,SE,Software Engineer,135000,US,0,US,M
2025,MI,Research Scientist,173000,US,0,US,M
2025,MI,Research Scientist,117000,US,0,US,M
2025,MI,Associate,253500,US,0,US,M
2025,MI,Associate,190000,US,0,US,M
2025,SE,Research Engineer,250600,US,0,US,M
2025,SE,Research Engineer,135400,US,0,US,M
2025,MI,Data Engineer,80000,US,0,US,M
2025,MI,Data Engineer,80000,US,0,US,M
2025,MI,Software Engineer,180000,US,0,US,M
2025,MI,Software Engineer,140000,US,0,US,M
2025,EN,Data Analyst,100000,US,0,US,M
2025,EN,Data Analyst,85000,US,0,US,M
2025,MI,Applied Scientist,158200,US,0,US,M
2025,MI,Applied Scientist,79100,US,0,US,M
2025,MI,Applied Scientist,208800,US,0,US,M
2025,MI,Applied Scientist,98300,US,0,US,M
2025,SE,Software Engineer,284000,US,0,US,M
2025,SE,Software Engineer,189000,US,0,US,M
2025,MI,Software Engineer,200000,US,100,US,M
2025,MI,Software Engineer,175000,US,100,US,M
2025,SE,Software Engineer,223400,US,0,US,M
2025,SE,Software Engineer,96800,US,0,US,M
2025,SE,Research Scientist,125000,US,0,US,M
2025,SE,Research Scientist,90000,US,0,US,M
2025,SE,Analyst,110000,US,0,US,M
2025,SE,Analyst,80000,US,0,US,M
2025,SE,Engineer,95000,US,0,US,M
2025,SE,Engineer,75000,US,0,US,M
2025,EN,Software Engineer,44000,US,0,US,M
2025,EN,Software Engineer,44000,US,0,US,M
2025,SE,Software Engineer,200000,US,0,US,M
2025,SE,Software Engineer,150000,US,0,US,M
2025,SE,Product Manager,294000,US,0,US,M
2025,SE,Product Manager,137600,US,0,US,M
2025,MI,Product Manager,294000,US,0,US,M
2025,MI,Product Manager,117200,US,0,US,M
2025,MI,Research Scientist,355000,US,0,US,M
2025,MI,Research Scientist,194000,US,0,US,M
2025,MI,Machine Learning Engineer,169050,US,0,US,M
2025,MI,Machine Learning Engineer,124950,US,0,US,M
2025,SE,Data Scientist,173240,US,100,US,M
2025,SE,Data Scientist,156160,US,100,US,M
2025,MI,Data Scientist,139475,US,100,US,M
2025,MI,Data Scientist,125724,US,100,US,M
2025,SE,Data Scientist,271910,US,100,US,M
2025,SE,Data Scientist,164850,US,100,US,M
2025,SE,Data Engineer,140000,US,0,US,M
2025,SE,Data Engineer,90732,US,0,US,M
2025,SE,Data Engineer,200700,US,0,US,M
2025,SE,Data Engineer,120400,US,0,US,M
2025,SE,Data Engineer,237908,US,0,US,M
2025,SE,Data Engineer,175845,US,0,US,M
2025,SE,Data Analyst,120000,US,0,US,M
2025,SE,Data Analyst,95000,US,0,US,M
2025,SE,Analyst,117500,US,100,US,M
2025,SE,Analyst,97000,US,100,US,M
2025,SE,Analyst,117500,US,100,US,M
2025,SE,Analyst,97000,US,100,US,M
2025,SE,Research Scientist,199452,US,100,US,M
2025,SE,Research Scientist,105245,US,100,US,M
2025,SE,Software Engineer,170000,US,0,US,M
2025,SE,Software Engineer,135000,US,0,US,M
2025,SE,Engineer,189175,US,0,US,M
2025,SE,Engineer,104650,US,0,US,M
2025,SE,Manager,228000,CA,0,CA,M
2025,SE,Manager,123000,CA,0,CA,M
2025,EN,Analyst,150000,US,0,US,M
2025,EN,Analyst,88800,US,0,US,M
2025,SE,Manager,138765,US,0,US,M
2025,SE,Manager,104025,US,0,US,M
2025,MI,Associate,160000,US,0,US,M
2025,MI,Associate,105000,US,0,US,M
2025,SE,Software Engineer,227500,US,100,US,M
2025,SE,Software Engineer,147500,US,100,US,M
2025,SE,Data Engineer,159000,US,0,US,M
2025,SE,Data Engineer,132500,US,0,US,M
2025,SE,Engineer,205000,US,0,US,M
2025,SE,Engineer,128000,US,0,US,M
2025,EN,Analyst,98000,US,0,US,M
2025,EN,Analyst,89000,US,0,US,M
2025,SE,Manager,161600,US,100,US,M
2025,SE,Manager,92300,US,100,US,M
2025,MI,Data Analyst,127800,US,0,US,M
2025,MI,Data Analyst,95300,US,0,US,M
2025,SE,Data Scientist,232900,US,100,US,M
2025,SE,Data Scientist,130800,US,100,US,M
2025,EN,Data Analyst,180379,GB,0,GB,M
2025,EN,Data Analyst,142405,GB,0,GB,M
2025,SE,Data Analyst,161300,US,0,US,M
2025,SE,Data Analyst,114900,US,0,US,M
2025,SE,Data Architect,140000,US,100,US,M
2025,SE,Data Architect,125000,US,100,US,M
2025,EX,Manager,185000,US,0,US,M
2025,EX,Manager,146000,US,0,US,M
2025,MI,Manager,140000,US,0,US,M
2025,MI,Manager,110000,US,0,US,M
2025,SE,Machine Learning Engineer,200700,US,100,US,M
2025,SE,Machine Learning Engineer,175800,US,100,US,M
2025,SE,Manager,251850,US,0,US,M
2025,SE,Manager,174250,US,0,US,M
2025,SE,Manager,218500,US,0,US,M
2025,SE,Manager,151300,US,0,US,M
2025,SE,Data Analyst,124400,US,0,US,M
2025,SE,Data Analyst,99100,US,0,US,M
2025,SE,Data Analyst,145500,US,0,US,M
2025,SE,Data Analyst,115900,US,0,US,M
2025,EX,Engineer,264977,US,0,US,M
2025,EX,Engineer,176651,US,0,US,M
2025,SE,Research Scientist,173700,US,100,US,M
2025,SE,Research Scientist,126300,US,100,US,M
2025,SE,Associate,175000,US,0,US,M
2025,SE,Associate,150000,US,0,US,M
2025,EN,Analyst,170760,US,0,US,M
2025,EN,Analyst,113840,US,0,US,M
2025,SE,Manager,230000,US,0,US,M
2025,SE,Manager,165000,US,0,US,M
2025,MI,Engineer,155909,US,0,US,M
2025,MI,Engineer,110000,US,0,US,M
2025,SE,Software Engineer,226408,US,100,US,M
2025,SE,Software Engineer,96601,US,100,US,M
2025,SE,Associate,107900,US,0,US,M
2025,SE,Associate,86000,US,0,US,M
2025,SE,Analyst,131000,US,0,US,M
2025,SE,Analyst,106000,US,0,US,M
2025,MI,Analyst,170760,US,0,US,M
2025,MI,Analyst,113840,US,0,US,M
2025,MI,Manager,197200,US,0,US,M
2025,MI,Manager,144000,US,0,US,M
2025,SE,Manager,178800,US,100,US,M
2025,SE,Manager,133800,US,100,US,M
2025,EX,Engineer,270000,US,0,US,M
2025,EX,Engineer,180000,US,0,US,M
2025,SE,Data Scientist,200000,US,0,US,M
2025,SE,Data Scientist,168000,US,0,US,M
2025,SE,Data Engineer,171600,CA,0,CA,M
2025,SE,Data Engineer,92400,CA,0,CA,M
2025,MI,Data Engineer,129800,US,0,US,M
2025,MI,Data Engineer,86600,US,0,US,M
2025,SE,Manager,171600,CA,0,CA,M
2025,SE,Manager,92400,CA,0,CA,M
2025,SE,Engineer,264000,US,0,US,M
2025,SE,Engineer,132000,US,0,US,M
2025,MI,Manager,108826,US,0,US,M
2025,MI,Manager,108826,US,0,US,M
2025,SE,Analyst,296610,US,0,US,M
2025,SE,Analyst,164780,US,0,US,M
2025,SE,Analyst,204840,US,0,US,M
2025,SE,Analyst,136560,US,0,US,M
2025,SE,Software Engineer,234000,US,0,US,M
2025,SE,Software Engineer,117000,US,0,US,M
2025,SE,Software Engineer,180000,US,0,US,M
2025,SE,Software Engineer,90000,US,0,US,M
2025,SE,Data Analyst,132700,US,100,US,M
2025,SE,Data Analyst,73800,US,100,US,M
2025,MI,Data Analyst,130206,US,0,US,M
2025,MI,Data Analyst,74181,US,0,US,M
2025,MI,Data Engineer,137000,US,0,US,M
2025,MI,Data Engineer,60400,US,0,US,M
2025,SE,Data Engineer,115000,US,0,US,M
2025,SE,Data Engineer,85000,US,0,US,M
2025,SE,Data Engineer,220000,US,0,US,M
2025,SE,Data Engineer,96600,US,0,US,M
2025,SE,Data Scientist,176000,US,0,US,M
2025,SE,Data Scientist,136000,US,0,US,M
2025,EN,Data Scientist,172000,US,0,US,M
2025,EN,Data Scientist,75600,US,0,US,M
2025,SE,Analyst,137000,US,0,US,M
2025,SE,Analyst,60400,US,0,US,M
2025,SE,Software Engineer,333960,US,0,US,M
2025,SE,Software Engineer,222640,US,0,US,M
2025,SE,Manager,165000,US,0,US,M
2025,SE,Manager,115000,US,0,US,M
2025,SE,Applied Scientist,260000,US,0,US,L
2025,SE,Applied Scientist,150400,US,0,US,L
2025,MI,Applied Scientist,212800,US,0,US,L
2025,MI,Applied Scientist,129400,US,0,US,L
2025,SE,Machine Learning Engineer,290500,US,0,US,M
2025,SE,Machine Learning Engineer,179000,US,0,US,M
2025,SE,Data Scientist,160000,US,100,US,M
2025,SE,Data Scientist,130000,US,100,US,M
2025,SE,Data Scientist,720000,US,100,US,M
2025,SE,Data Scientist,170000,US,100,US,M
2025,MI,Manager,123300,US,0,US,M
2025,MI,Manager,104800,US,0,US,M
2025,MI,Data Analyst,150000,US,0,US,M
2025,MI,Data Analyst,125000,US,0,US,M
2025,SE,Data Engineer,250000,US,0,US,M
2025,SE,Data Engineer,200000,US,0,US,M
2025,SE,Machine Learning Engineer,227900,US,0,US,M
2025,SE,Machine Learning Engineer,157100,US,0,US,M
2025,SE,Machine Learning Engineer,164500,US,0,US,M
2025,SE,Machine Learning Engineer,116500,US,0,US,M
2025,SE,Research Engineer,245000,US,0,US,M
2025,SE,Research Engineer,161000,US,0,US,M
2025,SE,Software Engineer,245000,US,0,US,M
2025,SE,Software Engineer,161000,US,0,US,M
2025,MI,Engineer,201200,US,0,US,L
2025,MI,Engineer,116300,US,0,US,L
2025,SE,Software Engineer,261000,US,0,US,M
2025,SE,Software Engineer,174000,US,0,US,M
2025,SE,Machine Learning Engineer,364254,US,0,US,M
2025,SE,Machine Learning Engineer,208145,US,0,US,M
2025,SE,Machine Learning Engineer,253000,US,100,US,M
2025,SE,Machine Learning Engineer,150000,US,100,US,M
2025,SE,Machine Learning Engineer,157000,CA,100,CA,M
2025,SE,Machine Learning Engineer,105000,CA,100,CA,M
2025,SE,Software Engineer,195000,US,0,US,M
2025,SE,Software Engineer,148000,US,0,US,M
2025,SE,Machine Learning Engineer,200000,US,100,US,M
2025,SE,Machine Learning Engineer,170000,US,100,US,M
2025,MI,Data Engineer,130000,CA,100,CA,M
2025,MI,Data Engineer,110500,CA,100,CA,M
2025,SE,Data Engineer,160000,US,0,US,M
2025,SE,Data Engineer,110000,US,0,US,M
2025,SE,Data Engineer,255000,US,0,US,M
2025,SE,Data Engineer,156000,US,0,US,M
2025,SE,Data Engineer,201500,US,100,US,M
2025,SE,Data Engineer,183000,US,100,US,M
2025,EN,Data Analyst,87500,CA,0,CA,M
2025,EN,Data Analyst,70000,CA,0,CA,M
2025,SE,Data Analyst,179000,US,0,US,M
2025,SE,Data Analyst,126650,US,0,US,M
2025,SE,Data Analyst,150000,US,0,US,M
2025,SE,Data Analyst,115000,US,0,US,M
2025,EN,Data Analyst,94936,GB,100,GB,M
2025,EN,Data Analyst,94936,GB,100,GB,M
2025,SE,Analytics Engineer,150000,US,0,US,M
2025,SE,Analytics Engineer,120000,US,0,US,M
2025,MI,Data Scientist,106676,US,0,US,M
2025,MI,Data Scientist,82058,US,0,US,M
2025,MI,Data Scientist,96000,US,0,US,M
2025,MI,Data Scientist,87000,US,0,US,M
2025,MI,Data Scientist,96000,US,0,US,M
2025,MI,Data Scientist,87000,US,0,US,M
2025,MI,Data Scientist,96000,US,0,US,M
2025,MI,Data Scientist,87000,US,0,US,M
2025,MI,Data Scientist,96000,US,0,US,M
2025,MI,Data Scientist,87000,US,0,US,M
2025,SE,Product Manager,368230,US,0,US,M
2025,SE,Product Manager,318090,US,0,US,M
2025,SE,Software Engineer,255000,US,100,US,M
2025,SE,Software Engineer,225000,US,100,US,M
2025,MI,Manager,171000,US,0,US,M
2025,MI,Manager,136800,US,0,US,M
2025,SE,Manager,160000,US,0,US,M
2025,SE,Manager,130000,US,0,US,M
2025,SE,Manager,323000,US,100,US,M
2025,SE,Manager,195000,US,100,US,M
2025,MI,Associate,61008,US,0,US,M
2025,MI,Associate,61008,US,0,US,M
2025,SE,Software Engineer,368640,US,100,US,M
2025,SE,Software Engineer,245760,US,100,US,M
2025,MI,Engineer,440000,US,0,US,M
2025,MI,Engineer,180000,US,0,US,M
2025,MI,Manager,133100,CA,0,CA,M
2025,MI,Manager,98300,CA,0,CA,M
2025,MI,Manager,133100,CA,0,CA,M
2025,MI,Manager,98300,CA,0,CA,M
2025,MI,Manager,133100,CA,100,CA,M
2025,MI,Manager,98300,CA,100,CA,M
2025,SE,Manager,261000,US,0,US,M
2025,SE,Manager,174000,US,0,US,M
2025,SE,Software Engineer,252000,US,0,US,M
2025,SE,Software Engineer,168000,US,0,US,M
2025,SE,Software Engineer,252000,US,0,US,M
2025,SE,Software Engineer,168000,US,0,US,M
2025,MI,Analyst,183000,US,0,US,M
2025,MI,Analyst,122000,US,0,US,M
2025,SE,Engineer,225000,US,0,US,M
2025,SE,Engineer,150000,US,0,US,M
2025,SE,Software Engineer,405000,US,0,US,M
2025,SE,Software Engineer,320000,US,0,US,M
2025,MI,Software Engineer,130000,US,0,US,M
2025,MI,Software Engineer,104000,US,0,US,M
2025,MI,Software Engineer,200000,US,0,US,M
2025,SE,Software Engineer,170000,US,100,US,M
2025,SE,Software Engineer,130000,US,100,US,M
2025,SE,Software Engineer,170000,US,100,US,M
2025,SE,Software Engineer,130000,US,100,US,M
2025,MI,Software Engineer,258000,US,0,US,M
2025,MI,Software Engineer,119700,US,0,US,M
2025,MI,Engineer,75000,US,100,US,M
2025,MI,Engineer,55000,US,100,US,M
2025,SE,Manager,206000,US,0,US,M
2025,SE,Manager,135000,US,0,US,M
2025,MI,Research Scientist,208000,US,0,US,M
2025,MI,Research Scientist,147000,US,0,US,M
2025,EX,Software Engineer,250600,US,0,US,M
2025,EX,Software Engineer,166600,US,0,US,M
2025,MI,Software Engineer,264200,US,0,US,M
2025,MI,Software Engineer,143100,US,0,US,M
2025,SE,Analytics Engineer,176000,US,0,US,M
2025,SE,Analytics Engineer,124000,US,0,US,M
2025,SE,Data Analyst,149940,US,0,US,M
2025,SE,Data Analyst,111100,US,0,US,M
2025,EN,Data Analyst,76024,US,100,US,M
2025,EN,Data Analyst,58480,US,100,US,M
2025,SE,Data Analyst,80000,US,0,US,M
2025,SE,Data Analyst,80000,US,0,US,M
2025,SE,Data Analyst,90000,CA,0,CA,M
2025,SE,Data Analyst,75000,CA,0,CA,M
2025,EN,Data Analyst,95000,CA,0,CA,M
2025,EN,Data Analyst,75000,CA,0,CA,M
2025,SE,Data Analyst,122256,US,0,US,M
2025,SE,Data Analyst,94300,US,0,US,M
2025,EN,Engineer,65000,US,100,US,M
2025,EN,Engineer,55000,US,100,US,M
2025,MI,Engineer,187000,US,0,US,M
2025,MI,Engineer,127000,US,0,US,M
2025,SE,Software Engineer,239000,US,0,US,M
2025,SE,Software Engineer,161000,US,0,US,M
2025,SE,Machine Learning Engineer,296300,US,0,US,M
2025,SE,Machine Learning Engineer,166600,US,0,US,M
2025,SE,Machine Learning Engineer,274300,US,100,US,M
2025,SE,Machine Learning Engineer,170800,US,100,US,M
2025,SE,Data Architect,168000,US,0,US,M
2025,SE,Data Architect,48000,US,0,US,M
2025,MI,Associate,199500,US,0,US,M
2025,MI,Associate,180000,US,0,US,M
2025,MI,Machine Learning Engineer,312200,US,0,US,M
2025,MI,Machine Learning Engineer,175800,US,0,US,M
2025,SE,Research Engineer,173000,US,0,US,M
2025,SE,Research Engineer,112500,US,0,US,M
2025,SE,Engineer,195000,US,100,US,M
2025,SE,Engineer,130162,US,100,US,M
2025,SE,Software Engineer,250600,US,0,US,M
2025,SE,Software Engineer,135400,US,0,US,M
2025,SE,Software Engineer,264200,US,0,US,M
2025,SE,Software Engineer,143100,US,0,US,M
2025,SE,Analyst,222560,US,0,US,M
2025,SE,Analyst,107025,US,0,US,M
2025,MI,Manager,143000,US,0,US,M
2025,MI,Manager,95000,US,0,US,M
2025,EN,Analyst,143000,US,0,US,M
2025,EN,Analyst,95000,US,0,US,M
2025,EN,Data Analyst,42000,US,0,US,M
2025,EN,Data Analyst,42000,US,0,US,M
2025,MI,Data Analyst,85000,US,100,US,M
2025,MI,Data Analyst,70000,US,100,US,M
2025,MI,Manager,130000,US,0,US,M
2025,MI,Manager,115000,US,0,US,M
2025,SE,Manager,165000,US,0,US,M
2025,SE,Manager,155000,US,0,US,M
2025,SE,Manager,165000,US,0,US,M
2025,SE,Manager,155000,US,0,US,M
2025,MI,Data Scientist,69620,GB,0,GB,M
2025,MI,Data Scientist,50632,GB,0,GB,M
2025,MI,Data Scientist,194588,US,0,US,M
2025,MI,Data Scientist,84009,US,0,US,M
2025,SE,Engineer,120000,US,0,US,M
2025,SE,Engineer,80000,US,0,US,M
2025,SE,Analyst,56962,GB,100,GB,M
2025,SE,Analyst,50632,GB,100,GB,M
2025,EN,Product Manager,300000,US,0,US,M
2025,EN,Product Manager,144400,US,0,US,M
2025,SE,Data Scientist,167300,US,0,US,M
2025,SE,Data Scientist,101500,US,0,US,M
2025,EN,Data Analyst,60000,US,100,US,M
2025,EN,Data Analyst,51000,US,100,US,M
2025,EN,Data Analyst,96000,US,0,US,M
2025,EN,Data Analyst,52000,US,0,US,M
2025,SE,Data Analyst,102092,US,0,US,M
2025,SE,Data Analyst,75624,US,0,US,M
2025,SE,Data Analyst,102000,US,0,US,M
2025,SE,Data Analyst,87000,US,0,US,M
2025,EX,Machine Learning Engineer,251000,US,0,US,M
2025,EX,Machine Learning Engineer,167400,US,0,US,M
2025,SE,Engineer,278300,US,0,US,M
2025,SE,Engineer,139100,US,0,US,M
2025,SE,Engineer,135000,US,100,US,M
2025,SE,Engineer,101250,US,100,US,M
2025,SE,Product Manager,180000,US,0,US,M
2025,SE,Product Manager,80000,US,0,US,M
2025,SE,Data Architect,149500,US,0,US,M
2025,SE,Data Architect,110614,US,0,US,M
2025,EN,Data Analyst,170500,US,0,US,M
2025,EN,Data Analyst,102500,US,0,US,M
2025,EN,Data Analyst,90000,US,0,US,M
2025,EN,Data Analyst,80000,US,0,US,M
2025,SE,Data Scientist,167900,US,100,US,M
2025,SE,Data Scientist,124100,US,100,US,M
2025,SE,Data Scientist,284000,US,0,US,M
2025,SE,Data Scientist,162000,US,0,US,M
2025,MI,Software Engineer,153925,US,100,US,M
2025,MI,Software Engineer,85150,US,100,US,M
2025,SE,Analyst,151200,US,0,US,M
2025,SE,Analyst,100800,US,0,US,M
2025,SE,Engineer,189175,US,0,US,M
2025,SE,Engineer,104650,US,0,US,M
2025,MI,Analyst,150000,US,0,US,M
2025,MI,Analyst,120000,US,0,US,M
2025,SE,Manager,283500,US,0,US,M
2025,SE,Manager,206100,US,0,US,M
2025,EN,Analyst,116000,US,0,US,M
2025,EN,Analyst,70000,US,0,US,M
2025,MI,Analyst,128000,US,0,US,M
2025,MI,Analyst,80000,US,0,US,M
2025,MI,Manager,240800,US,0,US,M
2025,MI,Manager,193400,US,0,US,M
2025,MI,Manager,240800,US,0,US,M
2025,MI,Manager,193400,US,0,US,M
2025,MI,Manager,240800,US,0,US,M
2025,MI,Manager,175800,US,0,US,M
2025,MI,Data Scientist,240800,US,0,US,M
2025,MI,Data Scientist,175800,US,0,US,M
2025,SE,Data Scientist,210706,US,0,US,M
2025,SE,Data Scientist,185265,US,0,US,M
2025,SE,Software Engineer,140280,US,100,US,M
2025,SE,Software Engineer,93500,US,100,US,M
2025,SE,Machine Learning Engineer,120253,GB,0,GB,M
2025,SE,Machine Learning Engineer,107594,GB,0,GB,M
2025,MI,Machine Learning Engineer,75949,GB,0,GB,M
2025,MI,Machine Learning Engineer,75949,GB,0,GB,M
2025,SE,Data Analyst,150000,US,100,US,M
2025,SE,Data Analyst,92000,US,100,US,M
2025,SE,Data Engineer,202560,US,0,US,M
2025,SE,Data Engineer,135040,US,0,US,M
2025,MI,Analyst,120000,US,0,US,M
2025,MI,Analyst,100000,US,0,US,M
2025,MI,Software Engineer,198000,US,0,US,M
2025,MI,Software Engineer,132000,US,0,US,M
2025,SE,Manager,196200,US,0,US,M
2025,SE,Manager,109000,US,0,US,M
2025,EN,Analyst,119953,US,100,US,M
2025,EN,Analyst,71614,US,100,US,M
2025,MI,Software Engineer,113100,CA,0,CA,M
2025,MI,Software Engineer,60900,CA,0,CA,M
2025,SE,Data Engineer,286000,US,0,US,M
2025,SE,Data Engineer,110000,US,0,US,M
2025,SE,Data Architect,161800,US,0,US,M
2025,SE,Data Architect,86600,US,0,US,M
2025,SE,Software Engineer,237000,US,0,US,M
2025,SE,Software Engineer,205000,US,0,US,M
2025,SE,Data Analyst,202000,US,0,US,M
